id,message,gold_intent,proposed_intent,weak_rule_label,model_pred,model_confidence,stratum,difficulty,label_source,reviewed,notes,conversation_id
188,"Ayo @115888 . Why isn't Agust D's mixtape available? I mean it's there but I can't listen to it. 
???????",content_availability,content_availability,content_availability,content_availability,0.5675,per_intent:content_availability,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2580717
189,@SpotifyCares will high school students ever be included on the student discount pls and thx,subscription_plan,subscription_plan,subscription_plan,subscription_plan,0.9343,per_intent:subscription_plan,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2589866
190,wHERE IS REPUTATION ON SPOTIFY I SWEAR IF TAYLOR MAKES ME BUY THAT ALBUM,feature_how_to,feature_how_to,feature_how_to,feature_how_to,0.5434,per_intent:feature_how_to,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2592341
191,"@SpotifyCares hi, I had trouble logging into my account and when I got in with facebook it has a random email listed instead of mine (__email__?!). I can't change it because it won't accept any of my passwords and I can't do a reset as this is the wrong email.",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,account_login_access,0.9727,long,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2604317
192,Where is red velvet's peekaboo album @115888 ???,feature_how_to,feature_how_to,feature_how_to,feature_how_to,0.4891,short,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2609441
193,@SpotifyCares my account was charged for premium but I still have ads... I need a refund or premium please respond,billing_payment,billing_payment,billing_payment,billing_payment,0.9993,per_intent:billing_payment,easy,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2618572
194,@115888 needs to get rid of their library cap 😤,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9855,short,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2620032
195,@SpotifyCares Chrome web player on dell laptop,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.8907,short,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,8686
196,Need help finding out why I am being charged $9.99/Mo when my account states my subscription is free @SpotifyCares,subscription_plan,subscription_plan,subscription_plan,billing_payment,0.354,per_intent:subscription_plan,medium,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2641126
197,@116130 hey do youse know when the perfect velvet album will be on spotify? thank youuu,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,content_availability,0.8267,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2645730
198,@SpotifyCares it’s an album by lil peep,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,0.9615,per_intent:general_complaint_feedback,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2684267
199,@SpotifyCares I can’t open my app since most recent update (which was today). It keeps closing out. @115888,app_device_bug,app_device_bug,app_device_bug,app_device_bug,0.4596,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2689675
200,"@SpotifyCares Thank you for replying so quickly! Have now successfully invited. Ended up using my phone to do it, still not working on the laptop web version though so not sure what’s wrong there",general_complaint_feedback,general_complaint_feedback,general_complaint_feedback,subscription_plan,0.3933,low_confidence,hard,rule_proposed,False,no LLM configured: seeded from the weak-supervision rule label; MUST be human-reviewed before use,2702291
